MATLAB,Python,Difference,Relative Difference,MATLAB Derivative (Newton approx),Python Derivative (Newton Approximation),Difference,
1.9142,1.44657,0.46763,0.244296217,-0.0059,-0.00454,-0.00136,
1.9122,1.44496,0.46724,0.244348202,-0.002,-0.00161,-0.00039,
1.9275,1.45671,0.47079,0.244246886,0.0153,0.01176,0.00354,
1.9425,1.46805,0.47445,0.244244558,0.015,0.01134,0.00366,
1.9372,1.46405,0.47315,0.244245461,-0.0053,-0.00401,-0.00129,
1.9241,1.45407,0.47003,0.244285206,-0.0131,-0.00998,-0.00312,
1.9131,1.44575,0.46735,0.244290981,-0.011,-0.00832,-0.00268,
1.9241,1.454,0.4701,0.244322929,0.011,0.00825,0.00275,
1.9269,1.456,0.4709,0.244382524,0.0028,0.002,0.0008,
1.935,1.46219,0.47281,0.244344029,0.0081,0.00619,0.00191,
1.9119,1.44472,0.46718,0.244351817,-0.0231,-0.01747,-0.00563,
1.9048,1.43931,0.46549,0.244378901,-0.0071,-0.00542,-0.00168,
1.898,1.43405,0.46395,0.244444037,-0.0068,-0.00526,-0.00154,
1.9418,1.46733,0.47447,0.244347416,0.0438,0.03328,0.01052,
1.9264,1.45566,0.47074,0.244362609,-0.0154,-0.01167,-0.00373,
1.8985,1.43456,0.46394,0.244369958,-0.0279,-0.0211,-0.0068,
1.9215,1.45196,0.46954,0.244359836,0.023,0.0174,0.0056,
1.9163,1.44814,0.46816,0.244301625,-0.0052,-0.00382,-0.00138,
1.8953,1.43223,0.46307,0.244327589,-0.021,-0.01592,-0.00508,
1.9129,1.44546,0.46744,0.24436203,0.0176,0.01323,0.00437,
1.9044,1.4391,0.4653,0.244328445,-0.0085,-0.00636,-0.00214,
1.8819,1.4223,0.4596,0.244222692,-0.0225,-0.0168,-0.0057,
1.8821,1.42238,0.45972,0.244258967,0.0002,0.00008,0.00012,
1.8832,1.42315,0.46005,0.244289725,0.0011,0.00077,0.00033,
1.8751,1.41699,0.45811,0.244313765,-0.0081,-0.00617,-0.00193,
1.8398,1.39024,0.44956,0.244352262,-0.0353,-0.02675,-0.00855,
1.8286,1.38173,0.44687,0.244378192,-0.0112,-0.00851,-0.00269,
1.8079,1.36615,0.44175,0.244345653,-0.0207,-0.01558,-0.00512,
1.8221,1.37662,0.44548,0.244488024,0.0142,0.01047,0.00373,
1.7937,1.35507,0.43863,0.244536982,-0.0284,-0.02154,-0.00686,
1.8006,1.36021,0.44039,0.244577452,0.0069,0.00514,0.00176,
1.8334,1.38515,0.44825,0.244490534,0.0328,0.02494,0.00786,
1.8422,1.39181,0.45039,0.244483611,0.0088,0.00666,0.00214,
1.8225,1.37701,0.44549,0.244440469,-0.0197,-0.01481,-0.00489,
1.8187,1.37415,0.44455,0.244433069,-0.0038,-0.00286,-0.00094,
1.8152,1.3715,0.4437,0.244434381,-0.0035,-0.00265,-0.00085,
1.8012,1.36086,0.44034,0.244468593,-0.014,-0.01064,-0.00336,
1.7576,1.32798,0.42962,0.24443772,-0.0436,-0.03289,-0.01071,
1.7412,1.31556,0.42564,0.244454347,-0.0164,-0.01242,-0.00398,
1.698,1.28279,0.41521,0.244530126,-0.0432,-0.03277,-0.01043,
1.7134,1.2944,0.419,0.244543735,0.0154,0.01161,0.00379,
1.7685,1.33619,0.43231,0.244449765,0.0551,0.04179,0.01331,
1.7762,1.34205,0.43415,0.244424801,0.0077,0.00586,0.00184,
1.7927,1.35472,0.43798,0.244314828,0.0165,0.01266,0.00384,
1.7894,1.35206,0.43734,0.244403158,-0.0033,-0.00265,-0.00065,
1.7914,1.35362,0.43778,0.244378403,0.002,0.00156,0.00044,
1.8141,1.37067,0.44343,0.244433856,0.0227,0.01705,0.00565,
1.8159,1.37204,0.44386,0.244431067,0.0018,0.00137,0.00043,
1.8153,1.37158,0.44372,0.244434734,-0.0006,-0.00046,-0.00014,
1.8238,1.37797,0.44583,0.244452944,0.0085,0.00639,0.00211,
1.8246,1.37855,0.44605,0.244461804,0.0008,0.00059,0.00021,
1.8224,1.37695,0.44545,0.244432256,-0.0022,-0.00161,-0.00059,
1.8155,1.37168,0.44382,0.244462462,-0.0069,-0.00527,-0.00163,
1.8055,1.36398,0.44152,0.244540772,-0.01,-0.0077,-0.0023,
1.781,1.34551,0.43549,0.244518415,-0.0245,-0.01847,-0.00603,
1.766,1.33424,0.43176,0.244483915,-0.015,-0.01127,-0.00373,
1.7604,1.33003,0.43037,0.24447242,-0.0056,-0.00421,-0.00139,
1.7655,1.3339,0.4316,0.244463973,0.0051,0.00387,0.00123,
1.759,1.32901,0.42999,0.244452477,-0.0065,-0.00489,-0.00161,
1.7646,1.3332,0.4314,0.24447234,0.0056,0.0042,0.0014,
1.7922,1.35416,0.43804,0.244413088,0.0276,0.02096,0.00664,
1.7993,1.3595,0.4398,0.244426952,0.0071,0.00534,0.00176,
1.8206,1.37558,0.44502,0.244434392,0.0213,0.01608,0.00522,
1.824,1.37818,0.44582,0.244416377,0.0034,0.0026,0.0008,
1.7869,1.34999,0.43691,0.24450502,-0.0371,-0.02819,-0.00891,
1.794,1.35528,0.43872,0.244547838,0.0071,0.00529,0.00181,
1.802,1.36137,0.44063,0.244523576,0.008,0.00609,0.00191,
1.8095,1.36693,0.44257,0.244579334,0.0075,0.00557,0.00193,
1.7979,1.35814,0.43976,0.244595966,-0.0116,-0.00879,-0.00281,
1.8054,1.36383,0.44157,0.244582768,0.0075,0.00569,0.00181,
1.8062,1.36439,0.44181,0.244608172,0.0008,0.00056,0.00024,
1.8024,1.36142,0.44098,0.244662755,-0.0038,-0.00297,-0.00083,
1.8078,1.36547,0.44233,0.244678966,0.0054,0.00405,0.00135,
1.83,1.38233,0.44767,0.244630202,0.0222,0.01686,0.00534,
1.8203,1.3749,0.4454,0.244683672,-0.0097,-0.00742,-0.00228,
1.8235,1.37728,0.44622,0.244707048,0.0032,0.00237,0.00083,
1.8208,1.37527,0.44553,0.244691607,-0.0027,-0.00201,-0.00069,
1.833,1.38458,0.44842,0.244636922,0.0122,0.00932,0.00288,
1.8272,1.38015,0.44705,0.24466562,-0.0058,-0.00443,-0.00137,
1.831,1.38299,0.44801,0.244678529,0.0038,0.00285,0.00095,
1.8292,1.38168,0.44752,0.244651613,-0.0018,-0.00131,-0.00049,
1.8293,1.38155,0.44775,0.244767678,0.0001,-0.00014,0.00024,
1.8343,1.38541,0.44889,0.244720895,0.005,0.00386,0.00114,
1.8591,1.40414,0.45496,0.244722719,0.0248,0.01873,0.00607,
1.8479,1.39548,0.45242,0.244831393,-0.0112,-0.00866,-0.00254,
1.8463,1.3944,0.4519,0.244762411,-0.0016,-0.00108,-0.00052,
1.8589,1.40387,0.45503,0.244783625,0.0126,0.00948,0.00312,
1.8612,1.40553,0.45567,0.244824338,0.0023,0.00166,0.00064,
1.8584,1.40337,0.45503,0.244848063,-0.0028,-0.00216,-0.00064,
1.8686,1.41107,0.45753,0.244854078,0.0102,0.00769,0.00251,
1.8635,1.40708,0.45642,0.244928028,-0.0051,-0.00399,-0.00111,
1.8727,1.41426,0.45844,0.244802035,0.0092,0.00718,0.00202,
1.8847,1.42351,0.46119,0.244703892,0.012,0.00925,0.00275,
1.8702,1.4124,0.4578,0.244789311,-0.0145,-0.01111,-0.00339,
1.8827,1.42166,0.46104,0.244879837,0.0125,0.00927,0.00323,
1.9041,1.43811,0.46599,0.244728067,0.0214,0.01645,0.00495,
1.9089,1.44174,0.46716,0.24472657,0.0048,0.00363,0.00117,
1.9149,1.44618,0.46872,0.244777012,0.006,0.00444,0.00156,
1.9106,1.44283,0.46777,0.244830102,-0.0043,-0.00335,-0.00095,
1.9709,1.48881,0.48209,0.244604665,0.0603,0.04598,0.01432,
1.9423,1.39857,0.54373,0.27994023,-0.0286,-0.09024,0.06164,
1.9585,1.41026,0.54824,0.279926617,0.0162,0.01169,0.00451,
1.9732,1.42081,0.55239,0.279944639,0.0147,0.01055,0.00415,
1.9539,1.40692,0.54698,0.27994241,-0.0193,-0.01389,-0.00541,
1.9414,1.39789,0.54351,0.279955683,-0.0125,-0.00903,-0.00347,
1.9363,1.39421,0.54209,0.279961491,-0.0051,-0.00368,-0.00142,
1.9855,1.42977,0.55573,0.279895033,0.0492,0.03556,0.01364,
1.9769,1.42354,0.55336,0.279911543,-0.0086,-0.00623,-0.00237,
1.9751,1.42226,0.55284,0.27990523,-0.0018,-0.00128,-0.00052,
1.9793,1.42525,0.55405,0.279923878,0.0042,0.00299,0.00121,
2.0016,1.44129,0.56031,0.279931856,0.0223,0.01604,0.00626,
2.0255,1.45849,0.56701,0.279938132,0.0239,0.0172,0.0067,
2.0558,1.48027,0.57553,0.279952493,0.0303,0.02179,0.00851,
2.0573,1.41289,0.64441,0.313232422,0.0015,-0.06739,0.06889,
2.067,1.41959,0.64741,0.313211891,0.0097,0.0067,0.003,
2.0751,1.42537,0.64973,0.313107878,0.0081,0.00578,0.00232,
2.1027,1.44427,0.65843,0.313134617,0.0276,0.0189,0.0087,
2.1117,1.38325,0.72845,0.344958775,0.009,-0.06102,0.07002,
2.1201,1.38919,0.73091,0.344754166,0.0084,0.00594,0.00246,
2.101,1.37652,0.72448,0.344828087,-0.0191,-0.01267,-0.00643,
2.08,1.36275,0.71725,0.344831066,-0.021,-0.01376,-0.00724,
2.1013,1.37678,0.72452,0.344797426,0.0213,0.01403,0.00727,
2.0751,1.35953,0.71557,0.344838411,-0.0262,-0.01725,-0.00895,
2.1254,1.39242,0.73298,0.344865741,0.0503,0.0329,0.0174,
2.1457,1.40571,0.73999,0.344871365,0.0203,0.01329,0.00701,
2.1509,1.40941,0.74149,0.344736583,0.0052,0.0037,0.0015,
2.1491,1.40813,0.74097,0.344783533,-0.0018,-0.00128,-0.00052,
2.151,1.40937,0.74163,0.344784444,0.0019,0.00124,0.00066,
2.1641,1.35175,0.81235,0.375376857,0.0131,-0.05762,0.07072,
2.1526,1.34458,0.80802,0.375367091,-0.0115,-0.00716,-0.00434,
2.1891,1.36741,0.82169,0.375353574,0.0365,0.02283,0.01367,
2.1816,1.36284,0.81876,0.375301356,-0.0075,-0.00457,-0.00293,
2.1574,1.34764,0.80976,0.375339211,-0.0242,-0.0152,-0.009,
2.1408,1.33721,0.80359,0.375370193,-0.0166,-0.01044,-0.00616,
2.1519,1.34415,0.80775,0.375368109,0.0111,0.00694,0.00416,
2.1248,1.32704,0.79776,0.375452003,-0.0271,-0.01711,-0.00999,
2.15,1.34277,0.80723,0.375457089,0.0252,0.01573,0.00947,
2.1488,1.27975,0.86905,0.404436323,-0.0012,-0.06302,0.06182,
2.1598,1.28658,0.87322,0.404305249,0.011,0.00683,0.00417,
2.1606,1.2871,0.8735,0.404284352,0.0008,0.00052,0.00028,
2.1579,1.28545,0.87245,0.404302857,-0.0027,-0.00165,-0.00105,
2.1266,1.20632,0.92028,0.43274787,-0.0313,-0.07914,0.04784,
2.1346,1.21071,0.92389,0.432816487,0.008,0.00439,0.00361,
2.135,1.21087,0.92413,0.432849992,0.0004,0.00016,0.00024,
2.1901,1.24281,0.94729,0.432532782,0.0551,0.03194,0.02316,
2.1688,1.23054,0.93826,0.432617704,-0.0213,-0.01227,-0.00903,
2.1549,1.22259,0.93231,0.432647271,-0.0139,-0.00795,-0.00595,
2.1363,1.21198,0.92432,0.432671928,-0.0186,-0.01061,-0.00799,
2.1605,1.22579,0.93471,0.432637305,0.0242,0.0138,0.0104,
2.1887,1.24187,0.94683,0.432597362,0.0282,0.01609,0.01211,
2.1385,1.21333,0.92517,0.432627726,-0.0502,-0.02855,-0.02165,
2.1784,1.23607,0.94233,0.432577587,0.0399,0.02275,0.01715,
2.1893,1.24226,0.94704,0.432577432,0.0109,0.00619,0.00471,
2.1857,1.2401,0.9456,0.432628614,-0.0036,-0.00215,-0.00145,
2.1749,1.23406,0.94084,0.43259226,-0.0108,-0.00605,-0.00475,
2.1782,1.23576,0.94244,0.432669951,0.0033,0.0017,0.0016,
2.1892,1.24192,0.94728,0.432705393,0.011,0.00616,0.00484,
2.2083,1.25307,0.95523,0.432562253,0.0191,0.01115,0.00795,
2.2209,1.20087,1.02003,0.459287407,0.0126,-0.0522,0.0648,
2.2256,1.20342,1.02218,0.459284378,0.0047,0.00255,0.00215,
2.2236,1.14636,1.07724,0.48445735,-0.002,-0.05706,0.05506,
2.2476,1.15888,1.08872,0.48439014,0.024,0.01252,0.01148,
2.2445,1.15727,1.08723,0.484397147,-0.0031,-0.00161,-0.00149,
2.2367,1.15311,1.08359,0.484460735,-0.0078,-0.00416,-0.00364,
2.2261,1.1477,1.0784,0.484435638,-0.0106,-0.00541,-0.00519,
2.2157,1.14232,1.07338,0.48444322,-0.0104,-0.00538,-0.00502,
2.2713,1.17098,1.10032,0.484444384,0.0556,0.02866,0.02694,
2.2715,1.17098,1.10052,0.484490014,0.0002,0,0.0002,
2.2589,1.16442,1.09448,0.484518673,-0.0126,-0.00656,-0.00604,
2.2729,1.17175,1.10115,0.484469136,0.014,0.00733,0.00667,
2.2585,1.1643,1.0942,0.484479408,-0.0144,-0.00745,-0.00695,
2.2726,1.17167,1.10093,0.484436109,0.0141,0.00737,0.00673,
2.268,1.16938,1.09862,0.484400929,-0.0046,-0.00229,-0.00231,
2.26,1.16524,1.09476,0.484409284,-0.008,-0.00414,-0.00386,
2.2915,1.18164,1.10986,0.484335949,0.0315,0.01641,0.01509,
2.2777,1.119,1.1587,0.508715637,-0.0138,-0.06265,0.04885,
2.2652,1.11278,1.15242,0.508749267,-0.0125,-0.00622,-0.00628,
2.269,1.11453,1.15447,0.508800082,0.0038,0.00175,0.00205,
2.2876,1.12369,1.16391,0.50879241,0.0186,0.00915,0.00945,
2.2869,1.12336,1.16354,0.508786679,-0.0007,-0.00033,-0.00037,
2.2905,1.12522,1.16528,0.508746029,0.0036,0.00186,0.00174,
2.2828,1.12127,1.16153,0.508819589,-0.0077,-0.00395,-0.00375,
2.2549,1.10768,1.14722,0.508766646,-0.0279,-0.01358,-0.01432,
2.2588,1.10968,1.14912,0.508728753,0.0039,0.002,0.0019,
2.2589,1.1097,1.1492,0.508744134,0.0001,0.00001,0.00009,
2.2737,1.11704,1.15666,0.508711218,0.0148,0.00735,0.00745,
2.263,1.11172,1.15128,0.50874204,-0.0107,-0.00533,-0.00537,
2.2575,1.10899,1.14851,0.508754787,-0.0055,-0.00273,-0.00277,
2.2695,1.11498,1.15452,0.508712789,0.012,0.00599,0.00601,
2.2786,1.11943,1.15917,0.508719437,0.0091,0.00446,0.00464,
2.2561,1.10837,1.14773,0.508723161,-0.0225,-0.01106,-0.01144,
2.2674,1.11405,1.15335,0.508665308,0.0113,0.00568,0.00562,
2.2651,1.11296,1.15214,0.508649894,-0.0023,-0.0011,-0.0012,
2.2798,1.12025,1.15955,0.508619385,0.0147,0.00729,0.00741,
2.2745,1.11761,1.15689,0.508636667,-0.0053,-0.00264,-0.00266,
2.2853,1.12285,1.16245,0.508664955,0.0108,0.00524,0.00556,
2.2993,1.12965,1.16965,0.508699351,0.014,0.0068,0.0072,
2.3123,1.13604,1.17626,0.508695236,0.013,0.0064,0.0066,
2.3287,1.14408,1.18462,0.508702655,0.0164,0.00804,0.00836,
2.3232,1.14139,1.18181,0.508697515,-0.0055,-0.00269,-0.00281,
2.3087,1.08025,1.22845,0.532095394,-0.0145,-0.06114,0.04664,
2.3167,1.08395,1.23275,0.532116617,0.008,0.00369,0.00431,
2.308,1.08,1.228,0.532061306,-0.0087,-0.00394,-0.00476,
2.3207,1.08592,1.23478,0.532071271,0.0127,0.00592,0.00678,
2.2993,1.07601,1.22329,0.532027051,-0.0214,-0.00991,-0.01149,
2.2883,1.0709,1.2174,0.532012519,-0.011,-0.00511,-0.00589,
2.2839,1.0688,1.2151,0.532028469,-0.0044,-0.0021,-0.0023,
2.3279,1.08935,1.23855,0.53204699,0.044,0.02055,0.02345,
2.3499,1.09965,1.25025,0.532044243,0.022,0.0103,0.0117,
2.2945,1.02249,1.27201,0.554372927,-0.0554,-0.07716,0.02176,
2.2615,1.00771,1.25379,0.554405555,-0.033,-0.01478,-0.01822,
2.2776,1.01494,1.26266,0.554380143,0.0161,0.00723,0.00887,
2.2535,1.00414,1.24936,0.554406606,-0.0241,-0.0108,-0.0133,
2.2276,0.99275,1.23485,0.554342737,-0.0259,-0.0114,-0.0145,
2.2124,0.98587,1.22653,0.554389554,-0.0152,-0.00688,-0.00832,
2.2605,1.00732,1.25318,0.554379658,0.0481,0.02146,0.02664,
2.2538,1.00438,1.24942,0.55436247,-0.0067,-0.00295,-0.00375,
2.2562,1.00535,1.25085,0.554407427,0.0024,0.00097,0.00143,
2.2356,0.99617,1.23943,0.554407096,-0.0206,-0.00918,-0.01142,
2.2004,0.98041,1.21999,0.554441806,-0.0352,-0.01576,-0.01944,
2.2024,0.98121,1.22119,0.554479221,0.002,0.00081,0.00119,
2.2108,0.98503,1.22577,0.554445639,0.0084,0.00382,0.00458,
2.2266,0.99201,1.23459,0.554471206,0.0158,0.00698,0.00882,
2.2372,0.99661,1.24059,0.554527386,0.0106,0.0046,0.006,
2.2466,1.00089,1.24571,0.554485245,0.0094,0.00428,0.00512,
2.243,0.99942,1.24358,0.554426453,-0.0036,-0.00147,-0.00213,
2.2341,0.9955,1.2386,0.554407935,-0.0089,-0.00392,-0.00498,
2.2256,0.99162,1.23398,0.554449652,-0.0085,-0.00388,-0.00462,
2.246,1.00079,1.24521,0.554411439,0.0204,0.00918,0.01122,
2.2303,0.9938,1.2365,0.554410306,-0.0157,-0.00699,-0.00871,
2.2147,0.9868,1.2279,0.554430315,-0.0156,-0.007,-0.0086,
2.2245,0.99116,1.23334,0.554434103,0.0098,0.00436,0.00544,
2.2459,1.00075,1.24515,0.554412104,0.0214,0.00958,0.01182,
2.2609,1.00747,1.25343,0.554394764,0.015,0.00672,0.00828,
2.2683,1.01076,1.25754,0.554398079,0.0074,0.00329,0.00411,
2.2548,1.00469,1.25011,0.554420891,-0.0135,-0.00607,-0.00743,
2.2737,1.01316,1.26054,0.554400864,0.0189,0.00847,0.01043,
2.303,1.02634,1.27666,0.554346012,0.0293,0.01318,0.01612,
2.2975,1.0239,1.2736,0.554340407,-0.0055,-0.00244,-0.00306,
2.31,1.02936,1.28064,0.554388206,0.0125,0.00546,0.00704,
2.3006,1.02508,1.27552,0.554430826,-0.0094,-0.00429,-0.00511,
2.3257,1.03616,1.28954,0.554472298,0.0251,0.01109,0.01401,
2.3574,1.05027,1.30713,0.554480704,0.0317,0.0141,0.0176,
2.3379,1.04158,1.29632,0.55448152,-0.0195,-0.00869,-0.01081,
2.3471,0.99639,1.35071,0.575482126,0.0092,-0.04519,0.05439,
2.3439,0.99495,1.34895,0.575513093,-0.0032,-0.00143,-0.00177,
2.3326,0.99011,1.34249,0.575535477,-0.0113,-0.00485,-0.00645,
2.3234,0.98617,1.33723,0.575546766,-0.0092,-0.00393,-0.00527,
2.3211,0.93849,1.38261,0.595672305,-0.0023,-0.04769,0.04539,
2.3131,0.93527,1.37783,0.5956656,-0.008,-0.00322,-0.00478,
2.3034,0.93144,1.37196,0.595622956,-0.0097,-0.00382,-0.00588,
2.3268,0.94099,1.38581,0.595586607,0.0234,0.00955,0.01385,
2.3474,0.90499,1.44241,0.614471932,0.0206,-0.036,0.0566,
2.3144,0.89225,1.42215,0.614478678,-0.033,-0.01274,-0.02026,
2.2836,0.88038,1.40322,0.614477822,-0.0308,-0.01187,-0.01893,
2.214,0.85344,1.36056,0.614525145,-0.0696,-0.02694,-0.04266,
2.2228,0.85686,1.36594,0.61451232,0.0088,0.00342,0.00538,
2.1962,0.84671,1.34949,0.614463941,-0.0266,-0.01015,-0.01645,
2.1982,0.84757,1.35063,0.614425828,0.002,0.00085,0.00115,
2.1912,0.8448,1.3464,0.614456931,-0.007,-0.00277,-0.00423,
2.1661,0.83506,1.33104,0.614485987,-0.0251,-0.00974,-0.01536,
2.1071,0.81226,1.29484,0.614513688,-0.059,-0.0228,-0.0362,
2.047,0.78896,1.25804,0.614579263,-0.0601,-0.0233,-0.0368,
2.0264,0.78097,1.24543,0.614603324,-0.0206,-0.00799,-0.01261,
2.0761,0.80016,1.27594,0.614583083,0.0497,0.0192,0.0305,
2.0669,0.79662,1.27028,0.614584613,-0.0092,-0.00355,-0.00565,
2.0806,0.80191,1.27869,0.61457796,0.0137,0.00529,0.00841,
2.1057,0.81154,1.29416,0.61459611,0.0251,0.00964,0.01546,
2.125,0.81902,1.30598,0.61458024,0.0193,0.00747,0.01183,
2.1488,0.82823,1.32057,0.614562296,0.0238,0.00921,0.01459,
2.159,0.8321,1.3269,0.614591037,0.0102,0.00387,0.00633,
2.1598,0.83247,1.32733,0.614561509,0.0008,0.00037,0.00043,
2.1141,0.8148,1.2993,0.614589472,-0.0457,-0.01767,-0.02803,
2.1308,0.82122,1.30958,0.614593935,0.0167,0.00643,0.01027,
2.1373,0.82374,1.31356,0.614587048,0.0065,0.00252,0.00398,
2.174,0.83783,1.33617,0.614615681,0.0367,0.01408,0.02262,
2.1563,0.83101,1.32529,0.614613159,-0.0177,-0.00682,-0.01088,
2.1094,0.81294,1.29646,0.614608641,-0.0469,-0.01807,-0.02883,
2.1197,0.81696,1.30274,0.614585672,0.0103,0.00402,0.00628,
2.1329,0.82216,1.31074,0.614536477,0.0132,0.00519,0.00801,
2.1749,0.83834,1.33656,0.61454078,0.042,0.01618,0.02582,
2.1778,0.8395,1.3383,0.614517285,0.0029,0.00117,0.00173,
2.1754,0.83853,1.33687,0.614538069,-0.0024,-0.00097,-0.00143,
2.1785,0.83976,1.33874,0.614522354,0.0031,0.00123,0.00187,
2.1735,0.83789,1.33561,0.614498531,-0.005,-0.00188,-0.00312,
2.187,0.84307,1.34393,0.61450935,0.0135,0.00518,0.00832,
2.1763,0.83895,1.33735,0.614508236,-0.0107,-0.00412,-0.00658,
2.1977,0.84721,1.35049,0.61449928,0.0214,0.00827,0.01313,
2.2193,0.85555,1.36375,0.614497611,0.0216,0.00833,0.01327,
2.2038,0.84962,1.35418,0.614476464,-0.0155,-0.00593,-0.00957,
2.2009,0.84857,1.35233,0.614442044,-0.0029,-0.00104,-0.00186,
2.1728,0.83777,1.33503,0.614428158,-0.0281,-0.0108,-0.0173,
2.1774,0.8395,1.3379,0.614446649,0.0046,0.00173,0.00287,
2.1686,0.83602,1.33258,0.614486427,-0.0088,-0.00348,-0.00532,
2.1934,0.84557,1.34783,0.614494863,0.0248,0.00954,0.01526,
2.228,0.85891,1.36909,0.614492623,0.0346,0.01334,0.02126,
2.2507,0.8676,1.3831,0.614520988,0.0227,0.00869,0.01401,
2.2714,0.87556,1.39584,0.614528741,0.0207,0.00796,0.01274,
2.255,0.86917,1.38583,0.614558194,-0.0164,-0.00639,-0.01001,
2.2435,0.86478,1.37872,0.614541532,-0.0115,-0.0044,-0.0071,
2.2421,0.8642,1.3779,0.61455672,-0.0014,-0.00057,-0.00083,
2.2302,0.8596,1.3706,0.614564027,-0.0119,-0.0046,-0.0073,
2.2221,0.85647,1.36563,0.614569088,-0.0081,-0.00313,-0.00497,
2.2432,0.86465,1.37855,0.614546205,0.0211,0.00818,0.01292,
2.2493,0.86703,1.38227,0.6145355,0.0061,0.00238,0.00372,
2.2699,0.8751,1.3948,0.614475003,0.0206,0.00808,0.01252,
2.2599,0.87123,1.38867,0.614483355,-0.01,-0.00387,-0.00613,
2.2258,0.85807,1.36773,0.614490392,-0.0341,-0.01316,-0.02094,
2.2213,0.8563,1.365,0.614504121,-0.0045,-0.00177,-0.00273,
2.214,0.85349,1.36051,0.614504535,-0.0073,-0.00282,-0.00448,
2.1432,0.82622,1.31698,0.614490382,-0.0708,-0.02726,-0.04354,
2.1621,0.83338,1.32872,0.61454919,0.0189,0.00716,0.01174,
2.1603,0.83266,1.32764,0.614561409,-0.0018,-0.00072,-0.00108,
2.1583,0.83198,1.32632,0.614518915,-0.002,-0.00068,-0.00132,
2.1426,0.82588,1.31672,0.614544979,-0.0157,-0.00611,-0.00959,
2.0908,0.80588,1.28492,0.614557635,-0.0518,-0.01999,-0.03181,
2.0727,0.79893,1.27377,0.614545683,-0.0181,-0.00695,-0.01115,
2.0927,0.80669,1.28601,0.614521521,0.02,0.00776,0.01224,
2.1171,0.81616,1.30094,0.614493761,0.0244,0.00946,0.01494,
2.1173,0.81615,1.30115,0.614534442,0.0002,-0.00001,0.00021,
2.1092,0.81305,1.29615,0.614520708,-0.0081,-0.00309,-0.00501,
2.0944,0.80731,1.28709,0.614537111,-0.0148,-0.00574,-0.00906,
2.0803,0.80187,1.27843,0.614539986,-0.0141,-0.00544,-0.00866,
2.0729,0.79908,1.27382,0.614509882,-0.0074,-0.00279,-0.00461,
2.0974,0.80847,1.28893,0.614536719,0.0245,0.00939,0.01511,
2.0828,0.8029,1.2799,0.614511351,-0.0146,-0.00557,-0.00903,
2.0578,0.79322,1.26458,0.614532101,-0.025,-0.00968,-0.01532,
2.0369,0.78525,1.25165,0.614489108,-0.0209,-0.00797,-0.01293,
2.0221,0.77947,1.24263,0.614526847,-0.0148,-0.00578,-0.00902,
1.9824,0.76418,1.21822,0.614519551,-0.0397,-0.01529,-0.02441,
1.9358,0.7462,1.1896,0.614526532,-0.0466,-0.01798,-0.02862,
1.9263,0.74257,1.18373,0.614507711,-0.0095,-0.00363,-0.00587,
1.9564,0.75416,1.20224,0.614515665,0.0301,0.01159,0.01851,
1.9199,0.74015,1.17975,0.614482539,-0.0365,-0.01401,-0.02249,
1.8663,0.71954,1.14676,0.614455168,-0.0536,-0.02061,-0.03299,
1.8113,0.69839,1.11291,0.614428729,-0.055,-0.02116,-0.03384,
1.8327,0.70658,1.12612,0.614457466,0.0214,0.0082,0.0132,
1.8796,0.72466,1.15494,0.614458722,0.0469,0.01808,0.02882,
1.8891,0.72825,1.16085,0.614499441,0.0095,0.00359,0.00591,
1.8828,0.72585,1.15695,0.614485061,-0.0063,-0.0024,-0.0039,
1.8828,0.72578,1.15702,0.614521388,0,-0.00007,0.00007,
1.857,0.71587,1.14113,0.614499693,-0.0258,-0.00991,-0.01589,
1.8424,0.71023,1.13217,0.614508269,-0.0146,-0.00564,-0.00896,
1.8258,0.70392,1.12188,0.614459817,-0.0166,-0.00631,-0.01029,
1.8768,0.72349,1.15331,0.614510762,0.051,0.01957,0.03143,
1.895,0.7305,1.1645,0.614512407,0.0182,0.00701,0.01119,
1.9106,0.73655,1.17405,0.614493625,0.0156,0.00605,0.00955,
1.9371,0.74664,1.19046,0.614558588,0.0265,0.01009,0.01641,
1.9175,0.73915,1.17835,0.614525311,-0.0196,-0.00749,-0.01211,
1.9077,0.73544,1.17226,0.61448637,-0.0098,-0.0037,-0.0061,
1.8834,0.72612,1.15728,0.614464154,-0.0243,-0.00933,-0.01497,
1.8478,0.71238,1.13542,0.614470184,-0.0356,-0.01374,-0.02186,
1.8403,0.70949,1.13081,0.614469267,-0.0075,-0.00289,-0.00461,
1.8377,0.70848,1.12922,0.614474865,-0.0026,-0.00101,-0.00159,
1.849,0.71286,1.13614,0.614464099,0.0113,0.00438,0.00692,
1.8608,0.71737,1.14343,0.614481457,0.0118,0.00452,0.00728,
1.8537,0.71459,1.13911,0.614504369,-0.0071,-0.00278,-0.00432,
1.8113,0.69829,1.11301,0.614483101,-0.0424,-0.01631,-0.02609,
1.8162,0.70013,1.11607,0.614507524,0.0049,0.00184,0.00306,
1.7746,0.68409,1.09051,0.614508666,-0.0416,-0.01604,-0.02556,
1.7623,0.67924,1.08306,0.614569186,-0.0123,-0.00485,-0.00745,
1.7456,0.67281,1.07279,0.614565213,-0.0167,-0.00643,-0.01027,
1.7151,0.66101,1.05409,0.614593565,-0.0305,-0.0118,-0.0187,
1.6865,0.65,1.0365,0.614586482,-0.0286,-0.01101,-0.01759,
